"","Date","Latitude","Longitude","Acres","County","AgencyCode","Source","DDLat","DDLon","ORIG_OID"
"1080",2008-11-06,22.1241398,-159.5803833,5,"Kauai","XX144","DOFAW","22.12413980N","159.58038330W",437
"1081",2010-04-17,21.9166107,-159.5802307,0.5,"Kauai","KA447","Kauai County","21.91661070N","159.58023070W",438
"1082",2012-01-08,21.90009108,-159.5801575,1,"Kauai","2012_KA_1200143"," ","21.90009108N","159.58015747W",448
"1083",2012-07-26,21.90007456,-159.5801557,0.05,"Kauai","2012_KA_1203142"," ","21.90007456N","159.58015567W",449
"1084",2015-01-17,21.90001158,-159.5801552,0.1,"Kauai","2015_KA_1500346"," ","21.90001158N","159.58015517W",450
"1085",2016-03-13,21.90007594,-159.5801414,0.01,"Kauai","2016_KA_1601234"," ","21.90007594N","159.58014139W",451
"1086",2005-08-06,21.9175301,-159.5801392,0.2,"Kauai","KA5","Kauai County","21.91753010N","159.58013920W",452
"1087",2017-03-27,21.90002692,-159.5801381,0.01,"Kauai","2017_KA_1701583"," ","21.90002692N","159.58013808W",453
"1088",2015-06-23,21.91014347,-159.5801282,600,"Kauai","2015_KA_1502916"," ","21.91014347N","159.58012822W",454
"1089",2016-02-05,22.2001125,-159.5801254,0.01,"Kauai","2016_KA_1600587"," ","22.20011250N","159.58012539W",455
"1090",2017-09-16,21.90003861,-159.5801238,1,"Kauai","2017_KA_1704706"," ","21.90003861N","159.58012383W",456
"1091",2017-09-17,21.90003861,-159.5801238,0.1,"Kauai","2017_KA_1704709"," ","21.90003861N","159.58012383W",457
"1092",2015-09-21,21.90003736,-159.5801201,0.01,"Kauai","2015_KA_1504404"," ","21.90003736N","159.58012011W",458
"1093",2016-12-27,21.9000605,-159.5800953,0.01,"Kauai","2016_KA_1605908"," ","21.90006050N","159.58009530W",459
"1094",2012-11-11,21.91001514,-159.58008,80,"Kauai","2012_KA_1204689"," ","21.91001514N","159.58008003W",460
"1095",2012-11-12,21.91001514,-159.58008,20,"Kauai","2012_KA_1204697"," ","21.91001514N","159.58008003W",461
"1096",2013-04-16,21.90010956,-159.5800153,0.01,"Kauai","2013_KA_1301744"," ","21.90010956N","159.58001525W",466
"1097",2017-06-07,21.90010094,-159.5800087,0.01,"Kauai","2017_KA_1702921"," ","21.90010094N","159.58000872W",467
"1098",2013-09-17,21.90012022,-159.580004,0.25,"Kauai","2013_KA_1304153"," ","21.90012022N","159.58000397W",470
"1099",2006-06-01,21.9148426,-159.5794373,0.1,"Kauai","KA83","Kauai County","21.91484260N","159.57943730W",471
"1100",2015-06-23,21.913798,-159.579248,0.1,"Kauai","2015_KA_1502922"," ","21.91379800N","159.57924800W",472
"1101",2015-07-04,21.908648,-159.578798,0.25,"Kauai","2015_KA_1503104"," ","21.90864800N","159.57879800W",473
"1102",2017-01-07,21.913858,-159.578745,0.03,"Kauai","2017_KA_1700164"," ","21.91385800N","159.57874500W",474
"1103",2013-08-16,21.909657,-159.57854,1,"Kauai","2013_KA_1303648"," ","21.90965700N","159.57854000W",475
"1104",2011-08-14,21.9186077,-159.5777893,1,"Kauai","KA84","Kauai County","21.91860770N","159.57778930W",476
"1105",2019-02-08,21.91929895,-159.5768557,0.2,"Kauai","2019_KA_1900739"," ","21.91929895N","159.57685570W",477
"1106",2019-05-18,21.91929895,-159.5768557,0.2,"Kauai","2019_KA_1902581"," ","21.91929895N","159.57685570W",478
"1107",2016-11-11,21.91230786,-159.5764747,0.01,"Kauai","2016_KA_1605145"," ","21.91230786N","159.57647474W",479
"1108",2009-07-30,21.9055176,-159.5753174,0.2,"Kauai","KA448","Kauai County","21.90551760N","159.57531740W",480
"1109",2007-09-04,21.929287,-159.5724487,10,"Kauai","KA449","DOFAW","21.92928700N","159.57244870W",481
"1110",2018-10-04,21.915778,-159.571079,0.1,"Kauai","2018_KA_1804872"," ","21.91577800N","159.57107900W",482
"1111",2009-07-07,21.9049835,-159.568634,1,"Kauai","KA450","Kauai County","21.90498350N","159.56863400W",483
"1112",2010-06-21,22.2201271,-159.5672455,0.01,"Kauai","KA451","Kauai County","22.22012710N","159.56724550W",484
"1113",2011-10-14,21.9028969,-159.5658875,0.01,"Kauai","KA453","Kauai County","21.90289690N","159.56588750W",485
"1114",2006-07-08,22.2192841,-159.5651245,0.1,"Kauai","KA87","Kauai County","22.21928410N","159.56512450W",486
"1115",2008-06-24,21.9214554,-159.5648651,1,"Kauai","KA454","Kauai County","21.92145540N","159.56486510W",487
"1116",2008-04-26,22.2200203,-159.5642395,0.1,"Kauai","KA455","Kauai County","22.22002030N","159.56423950W",488
"1117",2011-08-24,22.1767616,-159.5641022,0.12,"Kauai","KA456","Kauai County","22.17676160N","159.56410220W",489
"1118",2011-08-16,21.9218559,-159.5638428,0.25,"Kauai","KA457","Kauai County","21.92185590N","159.56384280W",490
"1119",2011-08-09,21.9217949,-159.5637665,1,"Kauai","KA459","Kauai County","21.92179490N","159.56376650W",491
"1120",2018-03-30,22.221972,-159.562783,0.01,"Kauai","2018_KA_1801624"," ","22.22197200N","159.56278300W",492
"1121",2011-10-30,21.9209385,-159.5627441,1,"Kauai","KA463","Kauai County","21.92093850N","159.56274410W",493
"1122",2019-03-16,22.22348212,-159.5610846,0.01,"Kauai","2019_KA_1901415"," ","22.22348212N","159.56108456W",494
"1123",2005-06-23,21.9204063,-159.5610504,1,"Kauai","KA88","Kauai County","21.92040630N","159.56105040W",495
"1124",2020-05-14,21.921956,-159.56093,0.1,"Kauai","2020_KA_2002274"," ","21.92195600N","159.56093000W",496
"1125",2012-02-15,21.90010447,-159.5601615,0.01,"Kauai","2012_KA_1200683"," ","21.90010447N","159.56016147W",498
"1126",2015-06-24,21.90015719,-159.5601347,0.1,"Kauai","2015_KA_1502933"," ","21.90015719N","159.56013469W",500
"1127",2015-03-27,22.21006597,-159.5600743,0.01,"Kauai","2015_KA_1501492"," ","22.21006597N","159.56007425W",501
"1128",2013-07-12,22.21005133,-159.5600266,0.01,"Kauai","2013_KA_1303050"," ","22.21005133N","159.56002661W",502
"1129",2017-08-10,21.91001358,-159.5600245,0.1,"Kauai","2017_KA_1704073"," ","21.91001358N","159.56002447W",503
"1130",2009-07-07,21.9213505,-159.5591583,0.01,"Kauai","KA466","Kauai County","21.92135050N","159.55915830W",504
"1131",2018-08-21,21.921354,-159.558875,0.01,"Kauai","2018_KA_1804133"," ","21.92135400N","159.55887500W",505
"1132",2005-06-05,21.8981228,-159.5579224,0.5,"Kauai","KA90","Kauai County","21.89812280N","159.55792240W",506
"1133",2017-12-16,22.22524895,-159.5564731,0.15,"Kauai","2017_KA_1706289"," ","22.22524895N","159.55647310W",507
"1134",2011-06-10,21.9422226,-159.5556183,0.1,"Kauai","KA467","Kauai County","21.94222260N","159.55561830W",508
"1135",2007-11-21,22.2220497,-159.5527954,0.2,"Kauai","KA92","Kauai County","22.22204970N","159.55279540W",509
"1136",2006-08-11,22.2222271,-159.5526276,1,"Kauai","KA85","Kauai County","22.22222710N","159.55262760W",510
"1137",2007-09-06,22.2222118,-159.5524445,0.1,"Kauai","KA86","Kauai County","22.22221180N","159.55244450W",511
"1138",2010-07-24,21.9053059,-159.5521088,0.01,"Kauai","KA469","Kauai County","21.90530590N","159.55210880W",512
"1139",2005-06-23,21.9094391,-159.5509644,1,"Kauai","KA89","Kauai County","21.90943910N","159.55096440W",513
"1140",2005-06-24,21.9088974,-159.5508118,0.1,"Kauai","KA91","Kauai County","21.90889740N","159.55081180W",514
"1141",2012-01-28,22.21003467,-159.5501594,0.1,"Kauai","2012_KA_1200396"," ","22.21003467N","159.55015939W",515
"1142",2012-09-28,21.91004778,-159.550153,3,"Kauai","2012_KA_1204043"," ","21.91004778N","159.55015297W",516
"1143",2012-06-10,21.91004417,-159.5501381,1,"Kauai","2012_KA_1202455"," ","21.91004417N","159.55013814W",517
"1144",2012-06-09,21.91004928,-159.5501297,1,"Kauai","2012_KA_1202430"," ","21.91004928N","159.55012967W",518
"1145",2017-09-30,21.91005278,-159.5501293,0.01,"Kauai","2017_KA_1704955"," ","21.91005278N","159.55012928W",519
"1146",2012-08-23,21.91004056,-159.5501285,0.1,"Kauai","2012_KA_1203559"," ","21.91004056N","159.55012853W",520
"1147",2017-09-11,21.921944,-159.5501283,0.25,"Kauai","2017_KA_1704606"," ","21.92194400N","159.55012833W",521
"1148",2012-09-26,21.91007508,-159.5501093,20,"Kauai","2012_KA_1204016"," ","21.91007508N","159.55010930W",522
"1149",2016-09-02,21.91008528,-159.5500908,0.1,"Kauai","2016_KA_1604009"," ","21.91008528N","159.55009083W",523
"1150",2012-03-31,21.93013114,-159.5500313,0.1,"Kauai","2012_KA_1201404"," ","21.93013114N","159.55003128W",524
"1151",2008-08-01,21.9083061,-159.5494385,1,"Kauai","KA470","Kauai County","21.90830610N","159.54943850W",525
"1152",2005-12-17,22.2212753,-159.5490875,0.1,"Kauai","KA93","Kauai County","22.22127530N","159.54908750W",526
"1153",2007-03-30,22.2126312,-159.5485382,30,"Kauai","KA471","DOFAW","22.21263120N","159.54853820W",527
"1154",2020-09-09,22.21091256,-159.5442504,0.01,"Kauai","2020_KA_2004027"," ","22.21091256N","159.54425042W",528
"1155",2019-07-03,22.21931,-159.544045,0.01,"Kauai","2019_KA_1903413"," ","22.21931000N","159.54404500W",529
"1156",2010-09-02,22.2082062,-159.5432129,0.01,"Kauai","KA472","Kauai County","22.20820620N","159.54321290W",531
"1157",2018-01-02,22.215495,-159.542314,0.1,"Kauai","2018_KA_1800044"," ","22.21549500N","159.54231400W",532
"1158",2009-07-30,21.9157581,-159.5422974,0.24,"Kauai","KA473","Kauai County","21.91575810N","159.54229740W",533
"1159",2008-05-14,22.2143993,-159.5414886,0.1,"Kauai","KA474","Kauai County","22.21439930N","159.54148860W",534
"1160",2018-01-15,22.214167,-159.541256,0.05,"Kauai","2018_KA_1800275"," ","22.21416700N","159.54125600W",535
"1161",2018-10-21,22.213479,-159.541208,0.01,"Kauai","2018_KA_1805146"," ","22.21347900N","159.54120800W",536
"1162",2011-10-15,21.9237442,-159.541153,0.01,"Kauai","KA475","Kauai County","21.92374420N","159.54115300W",537
"1163",2008-09-08,21.9184437,-159.5400543,1,"Kauai","KA476","Kauai County","21.91844370N","159.54005430W",538
"1164",2008-04-03,21.9325809,-159.5396423,0.1,"Kauai","KA477","Kauai County","21.93258090N","159.53964230W",539
"1165",2012-11-11,22.21188057,-159.5393174,0.1,"Kauai","2012_KA_1204691"," ","22.21188057N","159.53931745W",540
"1166",2019-03-07,21.913515,-159.539048,0.01,"Kauai","2019_KA_1901219"," ","21.91351500N","159.53904800W",541
"1167",2013-06-30,21.90780967,-159.5377962,0.05,"Kauai","2013_KA_1302851"," ","21.90780967N","159.53779617W",542
"1168",2010-10-17,21.9134312,-159.5373383,0.1,"Kauai","KA478","Kauai County","21.91343120N","159.53733830W",543
"1169",2009-07-06,21.9131145,-159.5372162,60,"Kauai","KA479","Kauai County","21.91311450N","159.53721620W",544
"1170",2009-07-30,21.921381,-159.5372009,0.01,"Kauai","KA480","Kauai County","21.92138100N","159.53720090W",545
"1171",2010-07-20,21.9054585,-159.5371704,0.5,"Kauai","KA96","Kauai County","21.90545850N","159.53717040W",546
"1172",2016-03-06,21.911438,-159.537106,0.1,"Kauai","2016_KA_1601118"," ","21.91143800N","159.53710600W",547
"1173",2009-06-12,21.9142532,-159.5363312,0.01,"Kauai","KA482","Kauai County","21.91425320N","159.53633120W",548
"1174",2009-06-09,21.9152355,-159.5358734,2,"Kauai","KA483","Kauai County","21.91523550N","159.53587340W",549
"1175",2011-08-19,22.1964302,-159.5351715,0.1,"Kauai","KA484","Kauai County","22.19643020N","159.53517150W",550
"1176",2011-06-15,21.9100971,-159.5348053,0.01,"Kauai","KA485","Kauai County","21.91009710N","159.53480530W",551
"1177",2002-08-23,22.2155609,-159.5345154,5,"Kauai","XX92","DOFAW","22.21556090N","159.53451540W",552
"1178",2007-04-28,21.9247341,-159.5339355,0.1,"Kauai","KA95","Kauai County","21.92473410N","159.53393550W",553
"1179",2006-12-11,21.930542,-159.5338898,0.1,"Kauai","KA18","Kauai County","21.93054200N","159.53388980W",554
"1180",2002-08-19,22.2139606,-159.5337067,5,"Kauai","XX91","DOFAW","22.21396060N","159.53370670W",555
"1181",2005-12-01,21.910902,-159.5336914,1,"Kauai","KA97","Kauai County","21.91090200N","159.53369140W",556
"1182",2007-05-20,22.2158546,-159.5335846,1,"Kauai","KA487","Kauai County","22.21585460N","159.53358460W",557
"1183",2007-09-10,21.9049206,-159.5327911,1.5,"Kauai","XX138","DOFAW","21.90492060N","159.53279110W",558
"1184",2018-03-12,22.215915,-159.532605,0.01,"Kauai","2018_KA_1801296"," ","22.21591500N","159.53260500W",559
"1185",2016-12-31,21.911,-159.532516,0.1,"Kauai","2017_KA_1700001"," ","21.91100000N","159.53251600W",560
"1186",2007-09-22,22.216156,-159.532486,0.1,"Kauai","KA492","Kauai County","22.21615600N","159.53248600W",561
"1187",2002-09-19,22.2174091,-159.5319519,0.1,"Kauai","XX93","DOFAW","22.21740910N","159.53195190W",562
"1188",2006-09-01,22.2159309,-159.5319519,0.1,"Kauai","KA2","Kauai County","22.21593090N","159.53195190W",563
"1189",2007-04-03,22.2155991,-159.5315704,0.1,"Kauai","KA493","Kauai County","22.21559910N","159.53157040W",564
"1190",2010-10-04,21.9129829,-159.5311737,0.01,"Kauai","KA495","Kauai County","21.91298290N","159.53117370W",565
"1191",2006-07-06,22.0004425,-159.357605,0.2,"Kauai","KA216","Kauai County","22.00044250N","159.35760500W",1100
"1192",2014-05-20,22.07729007,-159.3572231,0.1,"Kauai","2014_KA_1402263"," ","22.07729007N","159.35722307W",1101
"1193",2009-09-02,22.0465336,-159.3569489,0.1,"Kauai","KA635","Kauai County","22.04653360N","159.35694890W",1102
"1194",2009-09-11,22.0465336,-159.3569489,0.1,"Kauai","KA636","Kauai County","22.04653360N","159.35694890W",1103
"1195",2010-01-08,22.0045242,-159.3568726,0.1,"Kauai","KA637","Kauai County","22.00452420N","159.35687260W",1104
"1196",2001-01-04,22.1825695,-159.3565369,0.2,"Kauai","XX60","DOFAW","22.18256950N","159.35653690W",1105
"1197",2009-01-18,21.9886856,-159.3560181,0.2,"Kauai","KA638","Kauai County","21.98868560N","159.35601810W",1106
"1198",2008-02-24,21.9606609,-159.3559875,0.1,"Kauai","KA639","Kauai County","21.96066090N","159.35598750W",1107
"1199",2008-12-06,21.9982033,-159.3557892,0.5,"Kauai","KA640","Kauai County","21.99820330N","159.35578920W",1108
"1200",2019-02-04,21.964889,-159.355788,0.25,"Kauai","2019_KA_1900639"," ","21.96488900N","159.35578800W",1109
"1201",2007-09-11,21.9606228,-159.3557739,0.1,"Kauai","KA641","Kauai County","21.96062280N","159.35577390W",1110
"1202",2010-09-11,22.0007191,-159.3557434,0.01,"Kauai","KA642","Kauai County","22.00071910N","159.35574340W",1111
"1203",2016-09-08,21.964931,-159.355659,0.01,"Kauai","2016_KA_1604123"," ","21.96493100N","159.35565900W",1112
"1204",2016-09-27,21.964931,-159.355652,0.01,"Kauai","2016_KA_1604430"," ","21.96493100N","159.35565200W",1113
"1205",2008-06-05,21.9648056,-159.355545,0.1,"Kauai","KA217","Kauai County","21.96480560N","159.35554500W",1114
"1206",2009-05-08,22.0461254,-159.3554993,0.5,"Kauai","KA643","Kauai County","22.04612540N","159.35549930W",1115
"1207",2007-06-19,22.0459747,-159.355484,0.1,"Kauai","KA644","Kauai County","22.04597470N","159.35548400W",1116
"1208",2009-06-08,22.0461159,-159.3553925,0.1,"Kauai","KA645","Kauai County","22.04611590N","159.35539250W",1117
"1209",2011-05-06,22.0460529,-159.3552551,0.1,"Kauai","KA648","Kauai County","22.04605290N","159.35525510W",1118
"1210",2011-04-20,22.0460224,-159.3552551,0.1,"Kauai","KA647","Kauai County","22.04602240N","159.35525510W",1119
"1211",2010-09-21,22.0460186,-159.3552551,0.1,"Kauai","KA646","Kauai County","22.04601860N","159.35525510W",1120
"1212",2006-01-06,21.9788589,-159.3551331,1,"Kauai","KA218","Kauai County","21.97885890N","159.35513310W",1121
"1213",2019-09-05,21.96699997,-159.3549965,0.1,"Kauai","2019_KA_1904692"," ","21.96699997N","159.35499652W",1122
"1214",2010-09-14,21.9601688,-159.3549194,0.01,"Kauai","KA649","Kauai County","21.96016880N","159.35491940W",1123
"1215",2005-12-01,21.9795952,-159.3549042,0.1,"Kauai","KA219","Kauai County","21.97959520N","159.35490420W",1124
"1216",2005-12-12,21.9607201,-159.3547974,0.1,"Kauai","KA220","Kauai County","21.96072010N","159.35479740W",1125
"1217",2005-07-28,21.96068,-159.3547211,0.1,"Kauai","KA221","Kauai County","21.96068000N","159.35472110W",1126
"1218",2010-08-23,22.0856342,-159.3546143,0.1,"Kauai","KA222","Kauai County","22.08563420N","159.35461430W",1127
"1219",2015-07-15,21.965479,-159.354608,0.25,"Kauai","2015_KA_1503283"," ","21.96547900N","159.35460800W",1128
"1220",2015-08-02,21.965479,-159.354608,0.25,"Kauai","2015_KA_1503598"," ","21.96547900N","159.35460800W",1129
"1221",2014-07-03,21.965479,-159.354608,0.1,"Kauai","2014_KA_1402943"," ","21.96547900N","159.35460800W",1130
"1222",2013-08-15,21.965479,-159.354608,0.01,"Kauai","2013_KA_1303622"," ","21.96547900N","159.35460800W",1131
"1223",2015-08-01,21.964771,-159.354479,25,"Kauai","2015_KA_1503574"," ","21.96477100N","159.35447900W",1132
"1224",2006-01-05,21.9789276,-159.3544006,0.1,"Kauai","KA223","Kauai County","21.97892760N","159.35440060W",1133
"1225",2009-10-03,22.0613804,-159.3542938,1,"Kauai","XX145","DOFAW","22.06138040N","159.35429380W",1134
"1226",2005-12-27,22.0468884,-159.3542328,0.1,"Kauai","KA12","Kauai County","22.04688840N","159.35423280W",1135
"1227",2015-08-02,21.95901562,-159.353961,0.1,"Kauai","2015_KA_1503596"," ","21.95901562N","159.35396104W",1136
"1228",2020-02-09,22.094247,-159.353838,0.01,"Kauai","2020_KA_2000774"," ","22.09424700N","159.35383800W",1137
"1229",2006-02-02,21.9807243,-159.3535614,0.1,"Kauai","KA224","Kauai County","21.98072430N","159.35356140W",1139
"1230",2016-03-27,22.08293056,-159.3535333,0.01,"Kauai","2016_KA_1601460"," ","22.08293056N","159.35353330W",1140
"1231",2012-06-26,21.95737849,-159.3533365,0.01,"Kauai","2012_KA_1202722"," ","21.95737849N","159.35333652W",1141
"1232",2018-03-04,22.048268,-159.353105,0.01,"Kauai","2018_KA_1801166"," ","22.04826800N","159.35310500W",1142
"1233",2020-10-09,21.980466,-159.352976,0.1,"Kauai","2020_KA_2004472"," ","21.98046600N","159.35297600W",1143
"1234",2020-05-03,21.95964259,-159.3529453,0.01,"Kauai","2020_KA_2002121"," ","21.95964259N","159.35294527W",1144
"1235",2006-01-04,21.97962,-159.3526611,50,"Kauai","KA185","Kauai County","21.97962000N","159.35266110W",1145
"1236",2010-06-24,21.9595051,-159.3526611,0.01,"Kauai","KA650","Kauai County","21.95950510N","159.35266110W",1146
"1237",2005-12-21,21.9803276,-159.3526459,1,"Kauai","KA186","Kauai County","21.98032760N","159.35264590W",1147
"1238",2020-08-27,22.07904677,-159.3522504,0.01,"Kauai","2020_KA_2003822"," ","22.07904677N","159.35225045W",1148
"1239",2017-12-26,22.098801,-159.352219,0.01,"Kauai","2017_KA_1706521"," ","22.09880100N","159.35221900W",1149
"1240",2007-01-28,21.9654865,-159.3521881,0.1,"Kauai","KA188","Kauai County","21.96548650N","159.35218810W",1150
"1241",2007-09-11,21.9808006,-159.3519592,10,"Kauai","KA651","DOFAW","21.98080060N","159.35195920W",1151
"1242",2005-04-28,22.0490589,-159.3512421,0.1,"Kauai","KA11","Kauai County","22.04905890N","159.35124210W",1152
"1243",2008-08-16,22.0487785,-159.3512421,0.1,"Kauai","KA652","Kauai County","22.04877850N","159.35124210W",1153
"1244",2007-03-02,21.981617,-159.351181,0.1,"Kauai","KA653","Kauai County","21.98161700N","159.35118100W",1154
"1245",2008-08-08,22.0488701,-159.3510742,0.1,"Kauai","KA655","Kauai County","22.04887010N","159.35107420W",1155
"1246",2009-04-23,22.0488663,-159.3510742,0.1,"Kauai","KA654","Kauai County","22.04886630N","159.35107420W",1156
"1247",2010-05-06,21.9485703,-159.3508301,0.1,"Kauai","KA656","Kauai County","21.94857030N","159.35083010W",1157
"1248",2015-10-12,21.941297,-159.350608,0.25,"Kauai","2015_KA_1504717"," ","21.94129700N","159.35060800W",1158
"1249",2007-05-20,22.0970688,-159.3503876,0.1,"Kauai","KA225","Kauai County","22.09706880N","159.35038760W",1159
"1250",2015-08-03,21.98010067,-159.3501599,0.01,"Kauai","2015_KA_1503628"," ","21.98010067N","159.35015989W",1160
"1251",2017-11-11,21.98001142,-159.3501466,0.01,"Kauai","2017_KA_1705681"," ","21.98001142N","159.35014658W",1163
"1252",2015-02-05,22.071731,-159.3501209,6,"Kauai","2015_KA_1500652"," ","22.07173100N","159.35012094W",1166
"1253",2010-06-03,21.9831657,-159.3501129,0.2,"Kauai","KA226","Kauai County","21.98316570N","159.35011290W",1168
"1254",2017-06-18,22.00008839,-159.3500548,0.1,"Kauai","2017_KA_1703148"," ","22.00008839N","159.35005483W",1171
"1255",2017-02-03,21.98014256,-159.3500434,0.1,"Kauai","2017_KA_1700670"," ","21.98014256N","159.35004342W",1172
